Species,Timestep,GRO,TWD,Temperature,VPD
PISY,2015-01-09T12:00:00Z,0,124.380677,4.375,0.360945
PISY,2015-01-09T13:00:00Z,0,122.267755,4.833333,0.374624
PISY,2015-01-09T14:00:00Z,0,120.506874,5,0.364368
PISY,2015-01-09T15:00:00Z,0,119.112233,4.625,0.33816
PISY,2015-01-09T16:00:00Z,0,118.653011,3.75,0.283237
PISY,2015-01-09T17:00:00Z,0,118.501131,4,0.281029
PISY,2015-01-09T18:00:00Z,0,118.848101,3.25,0.227616
PISY,2015-01-09T19:00:00Z,0,117.53525,2.875,0.147628
PISY,2015-01-09T20:00:00Z,0,111.749777,2.875,0.092717
PISY,2015-01-09T21:00:00Z,0,109.353115,2.375,0.055004
PISY,2015-01-09T22:00:00Z,0,107.901992,2,0.050145
PISY,2015-01-09T23:00:00Z,0,108.051256,2,0.030285
PISY,2015-01-10T00:00:00Z,0,105.929875,3.125,0.042039
PISY,2015-01-10T01:00:00Z,0,104.821824,3.25,0.033445
PISY,2015-01-10T02:00:00Z,0,104.504385,4.333333,0.038225
PISY,2015-01-10T03:00:00Z,0,105.003328,5.166668,0.066974
PISY,2015-01-10T04:00:00Z,0,105.911957,5.375,0.076805
PISY,2015-01-10T05:00:00Z,0,106.832217,5.291668,0.080528
PISY,2015-01-10T06:00:00Z,0,108.070857,5.125,0.099077
PISY,2015-01-10T07:00:00Z,0,109.505187,4.583333,0.091749
PISY,2015-01-10T08:00:00Z,0,111.026383,4.708333,0.089045
PISY,2015-01-10T09:00:00Z,0,111.534367,4.791668,0.082233
PISY,2015-01-10T10:00:00Z,0,111.628873,5.375,0.087873
PISY,2015-01-10T11:00:00Z,0,112.32836,7,0.13827
PISY,2015-01-10T12:00:00Z,0,115.027745,8.25,0.256185
PISY,2015-01-10T13:00:00Z,0,119.209619,8.75,0.293754
PISY,2015-01-10T14:00:00Z,0,122.798931,8.666665,0.313597
PISY,2015-01-10T15:00:00Z,0,126.216174,8.875,0.322577
PISY,2015-01-10T16:00:00Z,0,128.056332,7.75,0.29974
PISY,2015-01-10T17:00:00Z,0,129.86953,6.541665,0.245703
